Water Type,Date,Year,Month,Location,Latitude,Longitude,"Carbon, Organic, Dissolved as C :- {DOC}",pH,Nitrate as N,"Oxygen, Dissolved as O2",text
POND / LAKE / RESERVOIR WATER,2014-01,2014,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,9.49,7.1,0.0,0.0,"Dissolved Organic Carbon Content = 9.49           , pH =           7.1           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-02,2014,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,9.78,7.4,0.0,0.0,"Dissolved Organic Carbon Content = 9.78           , pH =           7.4           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-03,2014,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,8.19,7.7,0.0,0.0,"Dissolved Organic Carbon Content = 8.19           , pH =           7.7           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-05,2014,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,15.25,8.05,0.0,0.0,"Dissolved Organic Carbon Content = 15.25           , pH =           8.05           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-06,2014,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,12.3,8.0,0.0,0.0,"Dissolved Organic Carbon Content = 12.3           , pH =           8.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-07,2014,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.6,9.2,0.0,0.0,"Dissolved Organic Carbon Content = 14.6           , pH =           9.2           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-08,2014,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.18,8.6,0.0,0.0,"Dissolved Organic Carbon Content = 9.18           , pH =           8.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-08,2014,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,12.1,8.8,0.0,0.0,"Dissolved Organic Carbon Content = 12.1           , pH =           8.8           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-09,2014,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.65,7.65,0.0,0.0,"Dissolved Organic Carbon Content = 9.65           , pH =           7.65           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-09,2014,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,18.2,8.13,0.0,0.0,"Dissolved Organic Carbon Content = 18.2           , pH =           8.13           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-10,2014,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.24,8.1,0.0,0.0,"Dissolved Organic Carbon Content = 9.24           , pH =           8.1           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-10,2014,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,13.6,8.1,0.0,0.0,"Dissolved Organic Carbon Content = 13.6           , pH =           8.1           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-11,2014,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,14.4,7.75,0.0,0.0,"Dissolved Organic Carbon Content = 14.4           , pH =           7.75           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-11,2014,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,16.7,8.13,0.0,0.0,"Dissolved Organic Carbon Content = 16.7           , pH =           8.13           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-12,2014,12,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.2,7.94,0.0,0.0,"Dissolved Organic Carbon Content = 10.2           , pH =           7.94           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2014-12,2014,12,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,15.8,7.92,0.0,0.0,"Dissolved Organic Carbon Content = 15.8           , pH =           7.92           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-01,2015,1,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-01,2015,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,11.8,7.44,0.0,0.0,"Dissolved Organic Carbon Content = 11.8           , pH =           7.44           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-01,2015,1,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-02,2015,2,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.25,7.6,0.0,0.0,"Dissolved Organic Carbon Content = 8.25           , pH =           7.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-02,2015,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,8.9,7.5,0.0,0.0,"Dissolved Organic Carbon Content = 8.9           , pH =           7.5           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-02,2015,2,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-03,2015,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.76,8.15,0.0,0.0,"Dissolved Organic Carbon Content = 8.76           , pH =           8.15           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-03,2015,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,9.63,8.01,0.0,0.0,"Dissolved Organic Carbon Content = 9.63           , pH =           8.01           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-03,2015,3,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-04,2015,4,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.12,7.43,0.0,0.0,"Dissolved Organic Carbon Content = 9.12           , pH =           7.43           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-04,2015,4,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,9.99,7.13,0.0,0.0,"Dissolved Organic Carbon Content = 9.99           , pH =           7.13           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-04,2015,4,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-05,2015,5,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.9,8.09,0.0,0.0,"Dissolved Organic Carbon Content = 10.9           , pH =           8.09           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-05,2015,5,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-05,2015,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,13.1,8.54,0.0,0.0,"Dissolved Organic Carbon Content = 13.1           , pH =           8.54           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-05,2015,5,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-06,2015,6,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.0,8.59,0.0,0.0,"Dissolved Organic Carbon Content = 11.0           , pH =           8.59           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-06,2015,6,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-06,2015,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.2,8.24,0.0,0.0,"Dissolved Organic Carbon Content = 14.2           , pH =           8.24           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-06,2015,6,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-07,2015,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.43,8.75,0.0,0.0,"Dissolved Organic Carbon Content = 8.43           , pH =           8.75           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-07,2015,7,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-07,2015,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.3,8.69,0.0,0.0,"Dissolved Organic Carbon Content = 14.3           , pH =           8.69           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-07,2015,7,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-08,2015,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.7,7.96,0.0,0.0,"Dissolved Organic Carbon Content = 10.7           , pH =           7.96           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-08,2015,8,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-08,2015,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,22.0,7.67,0.0,0.0,"Dissolved Organic Carbon Content = 22.0           , pH =           7.67           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-08,2015,8,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-09,2015,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.32,8.06,0.0,0.0,"Dissolved Organic Carbon Content = 9.32           , pH =           8.06           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-09,2015,9,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-09,2015,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,19.9,7.31,0.0,0.0,"Dissolved Organic Carbon Content = 19.9           , pH =           7.31           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-09,2015,9,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-10,2015,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.65,8.69,0.0,0.0,"Dissolved Organic Carbon Content = 8.65           , pH =           8.69           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-10,2015,10,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-10,2015,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,13.5,8.53,0.0,0.0,"Dissolved Organic Carbon Content = 13.5           , pH =           8.53           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-10,2015,10,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-11,2015,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.2,7.06,0.0,0.0,"Dissolved Organic Carbon Content = 11.2           , pH =           7.06           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-11,2015,11,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-11,2015,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,22.4,6.93,0.0,0.0,"Dissolved Organic Carbon Content = 22.4           , pH =           6.93           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-11,2015,11,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-12,2015,12,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.6,7.65,0.0,0.0,"Dissolved Organic Carbon Content = 10.6           , pH =           7.65           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-12,2015,12,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-12,2015,12,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.4,7.33,0.0,0.0,"Dissolved Organic Carbon Content = 14.4           , pH =           7.33           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2015-12,2015,12,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-01,2016,1,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.6,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 10.6           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-01,2016,1,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-01,2016,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.4,7.73,0.0,0.0,"Dissolved Organic Carbon Content = 14.4           , pH =           7.73           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-01,2016,1,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-02,2016,2,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.56,7.12,0.0,0.0,"Dissolved Organic Carbon Content = 9.56           , pH =           7.12           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-02,2016,2,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-02,2016,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.0,7.01,0.0,0.0,"Dissolved Organic Carbon Content = 14.0           , pH =           7.01           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-02,2016,2,"HELL KETTLES, SOUTH POND",54.49220833025132,-1.5667170997320712,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-03,2016,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.01,7.68,0.0,0.0,"Dissolved Organic Carbon Content = 8.01           , pH =           7.68           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
POND / LAKE / RESERVOIR WATER,2016-03,2016,3,GRASSHOLME RES - OUTFLOW NORTH (WFD),54.601155023630334,-2.0851796714273942,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
